Lutz Heuser,SAP Corporate Research Walldorf,The Relevance of Management of Business Processes and Orchestration,2009,no Author no Title,no Date,0,0,0,1
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Buyya, R., Yeo, C.S., Venugopal, S. Market-Oriented Cloud Computing: Vision, Hype, and Reality for Delivering IT Services as Computing Utilities",2008,0,0,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Buyya, R., Yeo, C.S., Venugopal, S. Market-Oriented Cloud Computing: Vision, Hype, and Reality for Delivering IT Services as Computing Utilities",2008,0,0,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Buyya, R., Yeo, C.S., Venugopal, S. Market-Oriented Cloud Computing: Vision, Hype, and Reality for Delivering IT Services as Computing Utilities",2008,0,0,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Armbrust, M., Fox, A., Griffith, R., Joseph, A.D., Katz, R.H., Konwinski, A., Lee, G., Patterson, D.A., Rabkin, A.S.I., Zaharia, M. Above the Clouds",2009,0,0,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Armbrust, M., Fox, A., Griffith, R., Joseph, A.D., Katz, R.H., Konwinski, A., Lee, G., Patterson, D.A., Rabkin, A.S.I., Zaharia, M. Above the Clouds",2009,0,0,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Armbrust, M., Fox, A., Griffith, R., Joseph, A.D., Katz, R.H., Konwinski, A., Lee, G., Patterson, D.A., Rabkin, A.S.I., Zaharia, M. Above the Clouds",2009,0,0,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Armbrust, M., Fox, A., Griffith, R., Joseph, A.D., Katz, R.H., Konwinski, A., Lee, G., Patterson, D.A., Rabkin, A.S.I., Zaharia, M. Above the Clouds",2009,0,0,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Carr, N. IT Doesn’t Matter",2003,0,0,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Carr, N. IT Doesn’t Matter",2003,0,0,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Carr, N. IT Doesn’t Matter",2003,0,0,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Carr, N. IT Doesn’t Matter",2003,0,0,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Badger, L., Grance, T.P.-C.R., Voas, J. DRAFT Cloud Computing Synopsis and Recommendations ",2011,0,0,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Badger, L., Grance, T.P.-C.R., Voas, J. DRAFT Cloud Computing Synopsis and Recommendations ",2011,0,0,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Badger, L., Grance, T.P.-C.R., Voas, J. DRAFT Cloud Computing Synopsis and Recommendations ",2011,0,0,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Badger, L., Grance, T.P.-C.R., Voas, J. DRAFT Cloud Computing Synopsis and Recommendations ",2011,0,0,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Lacy, S., Macfarlane, I. ITIL Service Transition",2007,0,0,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Lacy, S., Macfarlane, I. ITIL Service Transition",2007,0,0,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Lacy, S., Macfarlane, I. ITIL Service Transition",2007,0,0,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Lacy, S., Macfarlane, I. ITIL Service Transition",2007,0,0,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,tmforum Information Framework ,1684,0,0,1,1
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,tmforum Information Framework ,1684,0,0,1,1
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,tmforum Information Framework ,1684,0,0,1,1
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,tmforum Information Framework ,1684,0,0,1,1
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Lederer, M., Billing, G., Hettling, K., von Jouanne-Diedrich, H. BPMS 2",2011,1,1,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Lederer, M., Billing, G., Hettling, K., von Jouanne-Diedrich, H. BPMS 2",2011,1,1,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Lederer, M., Billing, G., Hettling, K., von Jouanne-Diedrich, H. BPMS 2",2011,1,1,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Lederer, M., Billing, G., Hettling, K., von Jouanne-Diedrich, H. BPMS 2",2011,1,1,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Schaller, T., Reichelt, D., Ferschl, M. Project4Sure X: Accelerating Implementation Projects for the Microsoft Dynamics Suite with BPM 2",2011,1,1,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Schaller, T., Reichelt, D., Ferschl, M. Project4Sure X: Accelerating Implementation Projects for the Microsoft Dynamics Suite with BPM 2",2011,1,1,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Schaller, T., Reichelt, D., Ferschl, M. Project4Sure X: Accelerating Implementation Projects for the Microsoft Dynamics Suite with BPM 2",2011,1,1,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Schaller, T., Reichelt, D., Ferschl, M. Project4Sure X: Accelerating Implementation Projects for the Microsoft Dynamics Suite with BPM 2",2011,1,1,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Kurz, M., Duschinger, S. BPMS 2",2011,1,1,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Randolph, A.W. Re-thinking Empowerment",2000,0,0,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Randolph, A.W. Re-thinking Empowerment",2000,0,0,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Randolph, A.W. Re-thinking Empowerment",2000,0,0,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Randolph, A.W. Re-thinking Empowerment",2000,0,0,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Miller, J., Mukerji, J. MDA Guide Version 1",2003,0,0,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Miller, J., Mukerji, J. MDA Guide Version 1",2003,0,0,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Miller, J., Mukerji, J. MDA Guide Version 1",2003,0,0,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Miller, J., Mukerji, J. MDA Guide Version 1",2003,0,0,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,IBM WebSphere Cast Iron Cloud Integration ,2011,0,0,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,IBM WebSphere Cast Iron Cloud Integration ,2011,0,0,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,IBM WebSphere Cast Iron Cloud Integration ,2011,0,0,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,IBM WebSphere Cast Iron Cloud Integration ,2011,0,0,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,Pervasive Pervasive Date Integrator ,2011,0,0,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,Pervasive Pervasive Date Integrator ,2011,0,0,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,Pervasive Pervasive Date Integrator ,2011,0,0,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,Pervasive Pervasive Date Integrator ,2011,0,0,1,0
Matthias Kurz,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Dillon, T., Wu, C., Chang, E. Cloud Computing: Issues and Challenges",2010,0,0,1,0
Gunnar Billing,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Dillon, T., Wu, C., Chang, E. Cloud Computing: Issues and Challenges",2010,0,0,1,0
Karl Hettling,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Dillon, T., Wu, C., Chang, E. Cloud Computing: Issues and Challenges",2010,0,0,1,0
Holger von Jouanne-Diedrich,Information Systems II University of Erlangen-Nuremberg and Atos Erlangen and Atos München and Atos Frankfurt am Main,PCA-C: A Process-Centric Approach for Integrating and Managing Cloud Services,2012,"Dillon, T., Wu, C., Chang, E. Cloud Computing: Issues and Challenges",2010,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Caetano, A., Silva, A.R., Tribolet, J. Using roles and business objects to model and understand business processes",2005,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Caetano, A., Silva, A.R., Tribolet, J. Using roles and business objects to model and understand business processes",2005,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Dann, H.-D. Variation von Lege-Strukturen zur Wissensrepräsentation",1992,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Dann, H.-D. Variation von Lege-Strukturen zur Wissensrepräsentation",1992,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Dori, D. ViSWeb – The Visual Semantic Web: Unifying Human and Machine Knowledge Representations with Object-Process Methodology",2004,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Dori, D. ViSWeb – The Visual Semantic Web: Unifying Human and Machine Knowledge Representations with Object-Process Methodology",2004,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Fleischmann, A. What is S-BPM? In: Buchwald, H",2009,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Fleischmann, A., Stary, C. Whom to talk to? a stakeholder perspective on business process development",1007,1,1,1,1
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Fleischmann, A., Stary, C. Whom to talk to? a stakeholder perspective on business process development",1007,1,1,1,1
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Frederiks, P., van der Weide, T. Information modeling: The process and the required competencies of its participants",2006,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Frederiks, P., van der Weide, T. Information modeling: The process and the required competencies of its participants",2006,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Freudenberger, M. Implementierung eines Werkzeuges zur kooperativen",2011,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Freudenberger, M. Implementierung eines Werkzeuges zur kooperativen",2011,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Goguen, J. On Notation",1993,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Goguen, J. On Notation",1993,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Gutwin, C., Greenberg, S. A descriptive framework of workspace awareness for real-time groupware",2002,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Gutwin, C., Greenberg, S. A descriptive framework of workspace awareness for real-time groupware",2002,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Herrmann, T., Hoffmann, M., Kunau, G., Loser, K.U. Modelling Cooperative Work: Chances and Risks of Structuring",2002,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Herrmann, T., Hoffmann, M., Kunau, G., Loser, K.U. Modelling Cooperative Work: Chances and Risks of Structuring",2002,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Herrmann, T., Loser, K.U. Vagueness in models of socio-technical systems",1999,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Herrmann, T., Loser, K.U. Vagueness in models of socio-technical systems",1999,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Ifenthaler, D. Diagnose lernabhängiger Veränderung mentaler Modelle - Entwicklung der SMD-Technologie als methodologisches Verfahren zur relationalen, strukturellen und semantischen Analyse individueller Modellkonstruktionen",2006,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Ifenthaler, D. Diagnose lernabhängiger Veränderung mentaler Modelle - Entwicklung der SMD-Technologie als methodologisches Verfahren zur relationalen, strukturellen und semantischen Analyse individueller Modellkonstruktionen",2006,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Johnson-Laird, P.N. Mental models in cognitive science",1981,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Johnson-Laird, P.N. Mental models in cognitive science",1981,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Kaltenbrunner, M., Bencina, R. reacTIVision: a computer-vision framework for table-based tangible interaction",2007,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Kaltenbrunner, M., Bencina, R. reacTIVision: a computer-vision framework for table-based tangible interaction",2007,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Kim, D. A Framework and Methodology for Linked Individual and Organisational Learning: Applications in TQM and Product Development",1993,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Kim, D. A Framework and Methodology for Linked Individual and Organisational Learning: Applications in TQM and Product Development",1993,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Müller-Tomfelde, C., Nacenta, M.A., Pinelle, D., Gutwin, C., Mandryk, R. Individual and group support in tabletop interaction techniques",2010,0,0,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Müller-Tomfelde, C., Nacenta, M.A., Pinelle, D., Gutwin, C., Mandryk, R. Individual and group support in tabletop interaction techniques",2010,0,0,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Unterstützung expliziter Articulation Work – Interaktive Externalisierung und Abstimmung mentaler Modelle",2010,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Unterstützung expliziter Articulation Work – Interaktive Externalisierung und Abstimmung mentaler Modelle",2010,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Unterstützung expliziter Articulation Work durch Externalisierung von Arbeitswissen",2010,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Unterstützung expliziter Articulation Work durch Externalisierung von Arbeitswissen",2010,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
Dominik Wachholder,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
Stefan Oppl,Department of Business Information Systems - Communications Engineering Johannes Kepler University Linz,Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes,2012,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
