Autor,Ort,Publikationstitel,Konferenzjahr,Referenzautor + Referenztitel,Referenzjahr,communityflag,memberreference,memberauthor,invalidflag
Barbara Weber,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Reichert, M., Weber, B. Enabling Flexibility in Process-aware Information Systems - Challenges, Methods, Technologies",2012,1,0,0,0
Jens Kolb,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Rinderle, S., Bobrik, R., Reichert, M., Bauer, T. Businesss Process Visualization - Use Cases, Challenges, Solutions",2006,1,0,0,0
Manfred Reichert,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Rinderle, S., Bobrik, R., Reichert, M., Bauer, T. Businesss Process Visualization - Use Cases, Challenges, Solutions",2006,1,0,0,0
Barbara Weber,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Rinderle, S., Bobrik, R., Reichert, M., Bauer, T. Businesss Process Visualization - Use Cases, Challenges, Solutions",2006,1,0,0,0
Jens Kolb,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Vanhatalo, J., Hagen, V., Leymann, F. Faster and More Focused Control-Flow Analysis for Business Process Models Through SESE Decomposition, pp",2007,1,0,0,0
Manfred Reichert,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Vanhatalo, J., Hagen, V., Leymann, F. Faster and More Focused Control-Flow Analysis for Business Process Models Through SESE Decomposition, pp",2007,1,0,0,0
Barbara Weber,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Vanhatalo, J., Hagen, V., Leymann, F. Faster and More Focused Control-Flow Analysis for Business Process Models Through SESE Decomposition, pp",2007,1,0,0,0
Jens Kolb,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Weber, B., Mutschler, B., Reichert, M. Investigating the Effort of Using Business Process Management Technology: Results from a Controlled Experiment",2010,1,0,0,0
Manfred Reichert,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Weber, B., Mutschler, B., Reichert, M. Investigating the Effort of Using Business Process Management Technology: Results from a Controlled Experiment",2010,1,0,0,0
Barbara Weber,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Weber, B., Mutschler, B., Reichert, M. Investigating the Effort of Using Business Process Management Technology: Results from a Controlled Experiment",2010,1,0,0,0
Jens Kolb,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Weber, B., Reichert, M., Mendling, J., Reijers, H.A. Refactoring Large Process Model Repositories",2011,1,0,0,0
Manfred Reichert,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Weber, B., Reichert, M., Mendling, J., Reijers, H.A. Refactoring Large Process Model Repositories",2011,1,0,0,0
Barbara Weber,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Weber, B., Reichert, M., Mendling, J., Reijers, H.A. Refactoring Large Process Model Repositories",2011,1,0,0,0
Jens Kolb,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Weber, B., Sadiq, S., Reichert, M. Beyond Rigidity - Dynamic Process Lifecycle Support: A Survey on Dynamic Changes in Process-Aware Information Systems",2009,1,0,0,0
Manfred Reichert,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Weber, B., Sadiq, S., Reichert, M. Beyond Rigidity - Dynamic Process Lifecycle Support: A Survey on Dynamic Changes in Process-Aware Information Systems",2009,1,0,0,0
Barbara Weber,Institute of Databases and Information Systems Ulm University and Quality Engineering Research Group University of Innsbruck,Using Concurrent Task Trees for Stakeholder-centered Modeling and Visualization of Business Processes,2012,"Weber, B., Sadiq, S., Reichert, M. Beyond Rigidity - Dynamic Process Lifecycle Support: A Survey on Dynamic Changes in Process-Aware Information Systems",2009,1,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Managing Absences: An Application of Subject-Oriented Procedures,2013,"Aitenbichler, E., Borgert, S. Application of Subject-Oriented Modeling in Automatic Service Composition",2009,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Managing Absences: An Application of Subject-Oriented Procedures,2013,"Aitenbichler, E., Borgert, S., Mühlhäuser, M. Distributed Execution of S-BPM Business Processes",2010,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Managing Absences: An Application of Subject-Oriented Procedures,2013,"Buchwald, H., Fleischmann, A., Seese, D., Stary, C. (eds.) S-BPM ONE 2009",2010,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Managing Absences: An Application of Subject-Oriented Procedures,2013,"Fischer, H., Fleischmann, A., Obermeier, S. Geschäftsprozesse realisieren",2006,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Managing Absences: An Application of Subject-Oriented Procedures,2013,"Fleischmann, A., Schmidt, W., Stary, C. A Primer to Subject-Oriented Business Process Modeling",2012,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Managing Absences: An Application of Subject-Oriented Procedures,2013,"Fleischmann, A. What Is S-BPM? In: Buchwald, H",2009,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Managing Absences: An Application of Subject-Oriented Procedures,2013,"Fleischmann, A., Schmidt, W., Singer, R., Seese, D. (eds.) S-BPM ONE 2010",2011,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Managing Absences: An Application of Subject-Oriented Procedures,2013,"Fleischmann, A., Schmidt, W., Stary, C. A Primer to Subject-Oriented Business Process Modeling",2012,1,1,0,0
Clemens Krauthausen,IT Engineering Pöcking,Managing Absences: An Application of Subject-Oriented Procedures,2013,"Krauthausen, C. Subjects vs",2012,1,0,0,0
Clemens Krauthausen,IT Engineering Pöcking,Managing Absences: An Application of Subject-Oriented Procedures,2013,"Leymann, F., Roller, D. Production Workflow: Concepts and Techniques",1999,1,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,Integration of Dynamic Role Resolution within the S-BPM Approach,2013,"Lawall, A., Schaller, T., Reichelt, D. An Approach towards Subject-Oriented Access Control",2012,1,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,Integration of Dynamic Role Resolution within the S-BPM Approach,2013,"Lawall, A., Schaller, T., Reichelt, D. An Approach towards Subject-Oriented Access Control",2012,1,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,Integration of Dynamic Role Resolution within the S-BPM Approach,2013,"Lawall, A., Schaller, T., Reichelt, D. An Approach towards Subject-Oriented Access Control",2012,1,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,Integration of Dynamic Role Resolution within the S-BPM Approach,2013,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement, Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern ",2011,1,1,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,Integration of Dynamic Role Resolution within the S-BPM Approach,2013,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement, Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern ",2011,1,1,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,Integration of Dynamic Role Resolution within the S-BPM Approach,2013,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement, Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern ",2011,1,1,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,Integration of Dynamic Role Resolution within the S-BPM Approach,2013,"Lawall, A., Reichelt, D., Schaller, T. Intelligente Verzeichnisdienste",2011,1,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,Integration of Dynamic Role Resolution within the S-BPM Approach,2013,"Lawall, A., Reichelt, D., Schaller, T. Intelligente Verzeichnisdienste",2011,1,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,Integration of Dynamic Role Resolution within the S-BPM Approach,2013,"Lawall, A., Reichelt, D., Schaller, T. Intelligente Verzeichnisdienste",2011,1,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,Integration of Dynamic Role Resolution within the S-BPM Approach,2013,"Lawall, A., Reichelt, D., Schaller, T. Flexible Role-based Access Control",2010,1,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,Integration of Dynamic Role Resolution within the S-BPM Approach,2013,"Lawall, A., Reichelt, D., Schaller, T. Flexible Role-based Access Control",2010,1,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,Integration of Dynamic Role Resolution within the S-BPM Approach,2013,"Lawall, A., Reichelt, D., Schaller, T. Flexible Role-based Access Control",2010,1,0,0,0
Oktay Turetken,"Information Systems Group, School of Industrial Engr. Eindhoven University of Technology and Informatics Institute Middle East Technical University","Business Process Modeling <em xmlns=""http://www.w3.org/1999/xhtml"" class=""EmphasisTypeItalic "">Plural</em>ized",2013,"Fleischmann, A. What Is S-BPM? In: Buchwald, H",2009,1,1,1,0
Onur Demirors,"Information Systems Group, School of Industrial Engr. Eindhoven University of Technology and Informatics Institute Middle East Technical University","Business Process Modeling <em xmlns=""http://www.w3.org/1999/xhtml"" class=""EmphasisTypeItalic "">Plural</em>ized",2013,"Fleischmann, A. What Is S-BPM? In: Buchwald, H",2009,1,1,1,0
Oktay Turetken,"Information Systems Group, School of Industrial Engr. Eindhoven University of Technology and Informatics Institute Middle East Technical University","Business Process Modeling <em xmlns=""http://www.w3.org/1999/xhtml"" class=""EmphasisTypeItalic "">Plural</em>ized",2013,"Singer, R., Zinser, E. Business Process Management — S-BPM a New Paradigm for Competitive Advantage? In: Buchwald, H",2009,1,1,1,0
Onur Demirors,"Information Systems Group, School of Industrial Engr. Eindhoven University of Technology and Informatics Institute Middle East Technical University","Business Process Modeling <em xmlns=""http://www.w3.org/1999/xhtml"" class=""EmphasisTypeItalic "">Plural</em>ized",2013,"Singer, R., Zinser, E. Business Process Management — S-BPM a New Paradigm for Competitive Advantage? In: Buchwald, H",2009,1,1,1,0
Oktay Turetken,"Information Systems Group, School of Industrial Engr. Eindhoven University of Technology and Informatics Institute Middle East Technical University","Business Process Modeling <em xmlns=""http://www.w3.org/1999/xhtml"" class=""EmphasisTypeItalic "">Plural</em>ized",2013,"Kurz, M., Fleischmann, A. BPM 2",2010,1,1,1,0
Onur Demirors,"Information Systems Group, School of Industrial Engr. Eindhoven University of Technology and Informatics Institute Middle East Technical University","Business Process Modeling <em xmlns=""http://www.w3.org/1999/xhtml"" class=""EmphasisTypeItalic "">Plural</em>ized",2013,"Kurz, M., Fleischmann, A. BPM 2",2010,1,1,1,0
Oktay Turetken,"Information Systems Group, School of Industrial Engr. Eindhoven University of Technology and Informatics Institute Middle East Technical University","Business Process Modeling <em xmlns=""http://www.w3.org/1999/xhtml"" class=""EmphasisTypeItalic "">Plural</em>ized",2013,"Turetken, O., Demirors, O. Plural: A Decentralized Business Process Modeling Method",2011,1,1,1,0
Onur Demirors,"Information Systems Group, School of Industrial Engr. Eindhoven University of Technology and Informatics Institute Middle East Technical University","Business Process Modeling <em xmlns=""http://www.w3.org/1999/xhtml"" class=""EmphasisTypeItalic "">Plural</em>ized",2013,"Turetken, O., Demirors, O. Plural: A Decentralized Business Process Modeling Method",2011,1,1,1,0
Oktay Turetken,"Information Systems Group, School of Industrial Engr. Eindhoven University of Technology and Informatics Institute Middle East Technical University","Business Process Modeling <em xmlns=""http://www.w3.org/1999/xhtml"" class=""EmphasisTypeItalic "">Plural</em>ized",2013,"Turetken, O. A Method for Decentralized Business Process Modeling",2007,1,1,1,0
Onur Demirors,"Information Systems Group, School of Industrial Engr. Eindhoven University of Technology and Informatics Institute Middle East Technical University","Business Process Modeling <em xmlns=""http://www.w3.org/1999/xhtml"" class=""EmphasisTypeItalic "">Plural</em>ized",2013,"Turetken, O. A Method for Decentralized Business Process Modeling",2007,1,1,1,0
Oktay Turetken,"Information Systems Group, School of Industrial Engr. Eindhoven University of Technology and Informatics Institute Middle East Technical University","Business Process Modeling <em xmlns=""http://www.w3.org/1999/xhtml"" class=""EmphasisTypeItalic "">Plural</em>ized",2013,"Turetken, O., Demirors, O. Process modeling by process owners: A decentralized approach",2008,1,1,1,0
Onur Demirors,"Information Systems Group, School of Industrial Engr. Eindhoven University of Technology and Informatics Institute Middle East Technical University","Business Process Modeling <em xmlns=""http://www.w3.org/1999/xhtml"" class=""EmphasisTypeItalic "">Plural</em>ized",2013,"Turetken, O., Demirors, O. Process modeling by process owners: A decentralized approach",2008,1,1,1,0
Kai Michael Höver,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Borgert, S., Steinmetz, J., Mühlhäuser, M. ePASS-IoS 1",2011,1,1,1,0
Stephan Borgert,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Borgert, S., Steinmetz, J., Mühlhäuser, M. ePASS-IoS 1",2011,1,1,1,0
Max Mühlhäuser,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Borgert, S., Steinmetz, J., Mühlhäuser, M. ePASS-IoS 1",2011,1,1,1,0
Kai Michael Höver,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Fleischmann, A. PASS - A Technique for Specifying Communication Protocols",1987,1,1,1,0
Stephan Borgert,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Fleischmann, A. PASS - A Technique for Specifying Communication Protocols",1987,1,1,1,0
Max Mühlhäuser,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Fleischmann, A. PASS - A Technique for Specifying Communication Protocols",1987,1,1,1,0
Kai Michael Höver,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Fleischmann, A. Distributed Systems: Software Design and Implementation",1994,1,1,1,0
Stephan Borgert,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Fleischmann, A. Distributed Systems: Software Design and Implementation",1994,1,1,1,0
Max Mühlhäuser,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Fleischmann, A. Distributed Systems: Software Design and Implementation",1994,1,1,1,0
Kai Michael Höver,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Fleischmann, A. What Is S-BPM? In: Buchwald, H",2009,1,1,1,0
Stephan Borgert,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Fleischmann, A. What Is S-BPM? In: Buchwald, H",2009,1,1,1,0
Max Mühlhäuser,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Fleischmann, A. What Is S-BPM? In: Buchwald, H",2009,1,1,1,0
Kai Michael Höver,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,1,0
Stephan Borgert,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,1,0
Max Mühlhäuser,Department of Computer Science Technische Universität Darmstadt,A Domain Specific Language for Describing S-BPM Processes,2013,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,1,0
Matthes Elstermann,Institute for Information Management in Engineering Karlsruhe Institute of Technology (KIT),Mapping PASS Graphs to Petri-Nets: Possibilities and Limits for Converting PASS Graphs to Petri-Nets,2013,"Sneed, S. Mapping Possibilities of S-BPM and BPMN 2",2012,1,0,1,0
Matthes Elstermann,Institute for Information Management in Engineering Karlsruhe Institute of Technology (KIT),Mapping PASS Graphs to Petri-Nets: Possibilities and Limits for Converting PASS Graphs to Petri-Nets,2013,"Börger, E. Approaches to Modeling Business Processes",2012,1,0,1,0
Matthes Elstermann,Institute for Information Management in Engineering Karlsruhe Institute of Technology (KIT),Mapping PASS Graphs to Petri-Nets: Possibilities and Limits for Converting PASS Graphs to Petri-Nets,2013,"Fleischmann, A. Distributed systems: software design and implementation",1994,1,1,1,0
Matthes Elstermann,Institute for Information Management in Engineering Karlsruhe Institute of Technology (KIT),Mapping PASS Graphs to Petri-Nets: Possibilities and Limits for Converting PASS Graphs to Petri-Nets,2013,"Fleischmann, A., et al. Subjektorientiertes Prozessmanagement: Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern",2011,1,1,1,0
Matthes Elstermann,Institute for Information Management in Engineering Karlsruhe Institute of Technology (KIT),Mapping PASS Graphs to Petri-Nets: Possibilities and Limits for Converting PASS Graphs to Petri-Nets,2013,"Börger, E. Homepage of Egon Börger ",2011,1,0,1,0
Zhili Zhao,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Andrews, T., Curbera, F., Dholakia, H., Goland, Y., Klein, J., Leymann, F., Liu, K., Roller, D., Smith, D., Thatte, S., Trickovic, I., Weerawarana, S. Business Process Execution Language for Web Services Version 1",2003,1,0,0,0
Adrian Paschke,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Andrews, T., Curbera, F., Dholakia, H., Goland, Y., Klein, J., Leymann, F., Liu, K., Roller, D., Smith, D., Thatte, S., Trickovic, I., Weerawarana, S. Business Process Execution Language for Web Services Version 1",2003,1,0,0,0
Zhili Zhao,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Schmidt, W., Stary, C., Obermeier, S., Börger, E., Fleischmann, A. (eds.) Subject-Oriented Business Process Management",2012,1,1,0,0
Adrian Paschke,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Schmidt, W., Stary, C., Obermeier, S., Börger, E., Fleischmann, A. (eds.) Subject-Oriented Business Process Management",2012,1,1,0,0
Zhili Zhao,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Paschke, A. Rule Responder HCLS eScience Infrastructure",2008,1,0,0,0
Adrian Paschke,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Paschke, A. Rule Responder HCLS eScience Infrastructure",2008,1,0,0,0
Zhili Zhao,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Paschke, A. A Semantic Rule and Event Driven Approach for Agile Decision-Centric Business Process Management",2011,1,0,0,0
Adrian Paschke,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Paschke, A. A Semantic Rule and Event Driven Approach for Agile Decision-Centric Business Process Management",2011,1,0,0,0
Zhili Zhao,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Paschke, A., Boley, H., Zhao, Z., Teymourian, K., Athan, T. Reaction RuleML 1",2012,1,0,0,0
Adrian Paschke,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Paschke, A., Boley, H., Zhao, Z., Teymourian, K., Athan, T. Reaction RuleML 1",2012,1,0,0,0
Zhili Zhao,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Paschke, A., Vincent, P., Springer, F. Standards for Complex Event Processing and Reaction Rules",2011,1,0,0,0
Adrian Paschke,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Paschke, A., Vincent, P., Springer, F. Standards for Complex Event Processing and Reaction Rules",2011,1,0,0,0
Zhili Zhao,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Paschke, Z., Zhao, Z. Rule Responder: A Rule-Based Semantic eScience Service Infrastructure",2010,1,0,0,0
Adrian Paschke,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Paschke, Z., Zhao, Z. Rule Responder: A Rule-Based Semantic eScience Service Infrastructure",2010,1,0,0,0
Zhili Zhao,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Sonntag, M., Karastoyanova, D., Leymann, F. The Missing Features of Workflow Systems for Scientific Computations",2010,1,0,0,0
Adrian Paschke,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Sonntag, M., Karastoyanova, D., Leymann, F. The Missing Features of Workflow Systems for Scientific Computations",2010,1,0,0,0
Zhili Zhao,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Zhao, Z., Teymourian, K., Paschke, A., Boley, H., Athan, T. Loosely-Coupled and Event-Messaged Interactions with Reaction RuleML 1",2012,1,0,0,0
Adrian Paschke,"Institute of Computer Science, Corporate Semantic Web Work Group Freie Universität Berlin",Rule Agent-Oriented Scientific Workflow Execution,2013,"Zhao, Z., Teymourian, K., Paschke, A., Boley, H., Athan, T. Loosely-Coupled and Event-Messaged Interactions with Reaction RuleML 1",2012,1,0,0,0
Matthias Kurz,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Albert Fleischmann,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Matthias Lederer,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Sebastian Huber,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Matthias Kurz,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Gottanka, R., Meyer, N. ModelAsYouGo ",2012,1,1,1,0
Albert Fleischmann,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Gottanka, R., Meyer, N. ModelAsYouGo ",2012,1,1,1,0
Matthias Lederer,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Gottanka, R., Meyer, N. ModelAsYouGo ",2012,1,1,1,0
Sebastian Huber,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Gottanka, R., Meyer, N. ModelAsYouGo ",2012,1,1,1,0
Matthias Kurz,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Eberle, H., Unger, T., Leymann, F. Process Fragments",2009,1,0,1,0
Albert Fleischmann,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Eberle, H., Unger, T., Leymann, F. Process Fragments",2009,1,0,1,0
Matthias Lederer,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Eberle, H., Unger, T., Leymann, F. Process Fragments",2009,1,0,1,0
Sebastian Huber,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Eberle, H., Unger, T., Leymann, F. Process Fragments",2009,1,0,1,0
Matthias Kurz,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Kurz, M., Hermann, C. Adaptive Case Management",2011,1,1,1,0
Albert Fleischmann,DATEV eG Nürnberg and Metasonic AG Pfaffenhofen and Lehrstuhl Wirtschaftsinformatik II Friedrich-Alexander-Universität Erlangen-Nürnberg,Planning for the Unexpected: Exception Handling and BPM,2013,"Kurz, M., Hermann, C. Adaptive Case Management",2011,1,1,1,0
