Autor,Ort,Publikationstitel,Konferenzjahr,Referenzautor + Referenztitel,Referenzjahr,communityflag,memberreference,memberauthor,invalidflag
Başak Çakar,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"Böhme, C. bflow* Toolbox-an Open-Source Modeling Tool ",2011,0,0,0,0
Onur Demirörs,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"Böhme, C. bflow* Toolbox-an Open-Source Modeling Tool ",2011,0,0,0,0
Başak Çakar,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"van der Aalst, W.M.P. Formalization and Verification of Event-driven Process Chains",1999,0,0,0,0
Onur Demirörs,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"van der Aalst, W.M.P. Formalization and Verification of Event-driven Process Chains",1999,0,0,0,0
Başak Çakar,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"van Hee, K.M., Oanea, O., Sidorova, N. Colored Petri Nets to Verify Extended Event-Driven Process Chains",2005,0,0,0,0
Onur Demirörs,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"van Hee, K.M., Oanea, O., Sidorova, N. Colored Petri Nets to Verify Extended Event-Driven Process Chains",2005,0,0,0,0
Başak Çakar,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"Nüttgens, M., Feld, T., Zimmermann, V. Business Process Modeling with EPC and UML: Transformation or Integration? In: Schader, M",1998,0,0,0,0
Onur Demirörs,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"Nüttgens, M., Feld, T., Zimmermann, V. Business Process Modeling with EPC and UML: Transformation or Integration? In: Schader, M",1998,0,0,0,0
Başak Çakar,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"Tscheschner, W. Transformation from EPC to BPMN",2010,0,0,0,0
Onur Demirörs,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"Tscheschner, W. Transformation from EPC to BPMN",2010,0,0,0,0
Başak Çakar,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"Handy, B., Dirndorfer, M., Schneeberger, J., Fischer, H. Methods of Process Modeling in the Context of Civil Services by the Example of German Notaries",2011,1,1,0,0
Onur Demirörs,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"Handy, B., Dirndorfer, M., Schneeberger, J., Fischer, H. Methods of Process Modeling in the Context of Civil Services by the Example of German Notaries",2011,1,1,0,0
Başak Çakar,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"Sneed, S. Mapping Possibilities of S-BPM and BPMN 2",2012,1,0,0,0
Onur Demirörs,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"Sneed, S. Mapping Possibilities of S-BPM and BPMN 2",2012,1,0,0,0
Başak Çakar,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"Coşkunçay, A., Aysolmaz, B., Demirörs, O., Bilen, Ö., Doğan, İ. An Approach for Concurrent Business Process Modeling and Requirements Analysis",2010,1,0,0,0
Onur Demirörs,SST-MD-YMM ASELSAN Inc. and Informatics Institute Middle East Technical University,Transformation from eEPC to S-BPM: A Case Study,2014,"Coşkunçay, A., Aysolmaz, B., Demirörs, O., Bilen, Ö., Doğan, İ. An Approach for Concurrent Business Process Modeling and Requirements Analysis",2010,1,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Ardalani, P., Houy, C., Fettke, P., Loos, P. Towards A Minimal Cost Of Change Approach For Inductive Reference Model Development",2013,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Ardalani, P., Houy, C., Fettke, P., Loos, P. Towards A Minimal Cost Of Change Approach For Inductive Reference Model Development",2013,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Ardalani, P., Houy, C., Fettke, P., Loos, P. Towards A Minimal Cost Of Change Approach For Inductive Reference Model Development",2013,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Back, G., Daniel, K. Process Training to Support Change Necessary within Scope of Process Implementation",2011,1,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Back, G., Daniel, K. Process Training to Support Change Necessary within Scope of Process Implementation",2011,1,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Back, G., Daniel, K. Process Training to Support Change Necessary within Scope of Process Implementation",2011,1,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Baskarada, S. How Spreadsheet Applications Affect Information Quality",2011,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Baskarada, S. How Spreadsheet Applications Affect Information Quality",2011,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Baskarada, S. How Spreadsheet Applications Affect Information Quality",2011,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fettke, P., Loos, P. Perspectives on Reference Modeling",2007,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fettke, P., Loos, P. Perspectives on Reference Modeling",2007,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fettke, P., Loos, P. Perspectives on Reference Modeling",2007,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,1,1,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,1,1,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,1,1,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Augl, M. Agiles Prozessmanagement mittels Subjektorientierung",2013,1,1,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Augl, M. Agiles Prozessmanagement mittels Subjektorientierung",2013,1,1,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Augl, M. Agiles Prozessmanagement mittels Subjektorientierung",2013,1,1,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Frank, U. Evaluation of Reference Models",2007,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Frank, U. Evaluation of Reference Models",2007,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Frank, U. Evaluation of Reference Models",2007,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Goeken, M., Alter, S., Milicevic, D., Patas, J. Metamodelle von Referenzmodellen am Beispiel ITIL – Vorgehen, Nutzen, Anwendung",2009,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Goeken, M., Alter, S., Milicevic, D., Patas, J. Metamodelle von Referenzmodellen am Beispiel ITIL – Vorgehen, Nutzen, Anwendung",2009,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Goeken, M., Alter, S., Milicevic, D., Patas, J. Metamodelle von Referenzmodellen am Beispiel ITIL – Vorgehen, Nutzen, Anwendung",2009,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Grob, H.L., Reepmeyer, J.-A., Bensberg, F. Einführung in die Wirtschaftsinformatik",2004,1,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Grob, H.L., Reepmeyer, J.-A., Bensberg, F. Einführung in die Wirtschaftsinformatik",2004,1,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Grob, H.L., Reepmeyer, J.-A., Bensberg, F. Einführung in die Wirtschaftsinformatik",2004,1,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Hamilton, P. Dynaxity – Management von Dynamik und Komplexität im Softwarebau",2007,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Hamilton, P. Dynaxity – Management von Dynamik und Komplexität im Softwarebau",2007,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Hamilton, P. Dynaxity – Management von Dynamik und Komplexität im Softwarebau",2007,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Hammer, M. What is Business Process Management? In: van Brocke, J",2010,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Hammer, M. What is Business Process Management? In: van Brocke, J",2010,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Hammer, M. What is Business Process Management? In: van Brocke, J",2010,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Hintsch, J., Turowski, K. Towards Implementing IT Service Management in an ERP for the IT Service Industry",2013,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Hintsch, J., Turowski, K. Towards Implementing IT Service Management in an ERP for the IT Service Industry",2013,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Hintsch, J., Turowski, K. Towards Implementing IT Service Management in an ERP for the IT Service Industry",2013,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Irani, Z., Ghoneim, A., Love, P. Evaluating Cost Taxonomies for Information Systems Management",1103,0,0,0,1
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Irani, Z., Ghoneim, A., Love, P. Evaluating Cost Taxonomies for Information Systems Management",1103,0,0,0,1
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Irani, Z., Ghoneim, A., Love, P. Evaluating Cost Taxonomies for Information Systems Management",1103,0,0,0,1
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Köhler, P. ITIL – Das IT-Servicemanagement Framework",2007,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Köhler, P. ITIL – Das IT-Servicemanagement Framework",2007,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Köhler, P. ITIL – Das IT-Servicemanagement Framework",2007,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Kubernus, R. Innovatives Geschäftsprozessmanagement durch Subjektorientierung: S-BPM ermöglicht ein durchgängiges Round-Trip-Engineering in Echtzeit",2013,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Kubernus, R. Innovatives Geschäftsprozessmanagement durch Subjektorientierung: S-BPM ermöglicht ein durchgängiges Round-Trip-Engineering in Echtzeit",2013,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Kubernus, R. Innovatives Geschäftsprozessmanagement durch Subjektorientierung: S-BPM ermöglicht ein durchgängiges Round-Trip-Engineering in Echtzeit",2013,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Laudon, K.C., Laudon, J.P., Schoder, D. Wirtschaftsinformatik – Eine Einführung",2010,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Laudon, K.C., Laudon, J.P., Schoder, D. Wirtschaftsinformatik – Eine Einführung",2010,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Laudon, K.C., Laudon, J.P., Schoder, D. Wirtschaftsinformatik – Eine Einführung",2010,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Lienemann, G. ITIL – Change Management: Hinweise und Vorgehensweisen aus der Praxis",2006,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Lienemann, G. ITIL – Change Management: Hinweise und Vorgehensweisen aus der Praxis",2006,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Lienemann, G. ITIL – Change Management: Hinweise und Vorgehensweisen aus der Praxis",2006,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Schermann, M., Böhmann, T., Krcmar, H. Explicating Design Theories with Conceptual Models: Towards a Theoretical Role of Reference Models",2009,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Schermann, M., Böhmann, T., Krcmar, H. Explicating Design Theories with Conceptual Models: Towards a Theoretical Role of Reference Models",2009,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Schermann, M., Böhmann, T., Krcmar, H. Explicating Design Theories with Conceptual Models: Towards a Theoretical Role of Reference Models",2009,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Schultz, M. Enriching Process Models for Business Process Compliance Checking in ERP Environments",2013,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Schultz, M. Enriching Process Models for Business Process Compliance Checking in ERP Environments",2013,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Schultz, M. Enriching Process Models for Business Process Compliance Checking in ERP Environments",2013,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Smirnov, S., Weidlich, M., Mendling, J., Weske, M. Action Patterns in Business Process Models",2009,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Smirnov, S., Weidlich, M., Mendling, J., Weske, M. Action Patterns in Business Process Models",2009,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Smirnov, S., Weidlich, M., Mendling, J., Weske, M. Action Patterns in Business Process Models",2009,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Zarnekow, R. Produktionsmanagement von IT-Dienstleistungen: Grundlagen, Aufgaben und Prozesse",2007,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Zarnekow, R. Produktionsmanagement von IT-Dienstleistungen: Grundlagen, Aufgaben und Prozesse",2007,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Zarnekow, R. Produktionsmanagement von IT-Dienstleistungen: Grundlagen, Aufgaben und Prozesse",2007,0,0,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Zarnekow, R., Hochstein, A., Brenner, W. Service-orientiertes IT-Management: ITIL-Best-Practices und Fallstudien",2005,0,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Zarnekow, R., Hochstein, A., Brenner, W. Service-orientiertes IT-Management: ITIL-Best-Practices und Fallstudien",2005,0,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Zarnekow, R., Hochstein, A., Brenner, W. Service-orientiertes IT-Management: ITIL-Best-Practices und Fallstudien",2005,0,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Vahs, D. Organisation: Einführung in die Organisationstheorie und -praxis",2007,0,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Vahs, D. Organisation: Einführung in die Organisationstheorie und -praxis",2007,0,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Vahs, D. Organisation: Einführung in die Organisationstheorie und -praxis",2007,0,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Fulda, H. Neue Organisationsformen und ihre informationstechnische Realisierung",2001,0,0,0,0
