Autor,Ort,Publikationstitel,Konferenzjahr,Referenzautor + Referenztitel,Referenzjahr,communityflag,memberreference,memberauthor,invalidflag
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Gilbert, O. Subjektorientiertes Geschäftsprozessmanagement",2009,1,1,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Augl, M. Agiles Prozessmanagement mittels Subjektorientierung",2013,1,1,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Augl, M. Agiles Prozessmanagement mittels Subjektorientierung",2013,1,1,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Augl, M. Agiles Prozessmanagement mittels Subjektorientierung",2013,1,1,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,0,0
Patrick Garon,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Grob, H.L., Reepmeyer, J.-A., Bensberg, F. Einführung in die Wirtschaftsinformatik",2004,1,0,0,0
Arnd Neumann,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Grob, H.L., Reepmeyer, J.-A., Bensberg, F. Einführung in die Wirtschaftsinformatik",2004,1,0,0,0
Frank Bensberg,T-Systems International GmbH Leipzig and T-Systems International GmbH Leinfelden-Echterdingen and Dept. of Business Hochschule für Telekommunikation Leipzig (HfTL),Design of a Subject-Oriented Reference Model for Change Management,2014,"Grob, H.L., Reepmeyer, J.-A., Bensberg, F. Einführung in die Wirtschaftsinformatik",2004,1,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Reichelt, D., Schaller, T. Intelligente Verzeichnisdienste",2011,1,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Reichelt, D., Schaller, T. Intelligente Verzeichnisdienste",2011,1,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Reichelt, D., Schaller, T. Intelligente Verzeichnisdienste",2011,1,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Brger, E. Subjektorientiertes Prozessmanagement - Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern",2011,1,1,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Brger, E. Subjektorientiertes Prozessmanagement - Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern",2011,1,1,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Brger, E. Subjektorientiertes Prozessmanagement - Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern",2011,1,1,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Schaller, T., Reichelt, D. An approach towards subject-oriented access control",2012,1,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Schaller, T., Reichelt, D. An approach towards subject-oriented access control",2012,1,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Schaller, T., Reichelt, D. An approach towards subject-oriented access control",2012,1,0,0,0
Alexander Lawall,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Schaller, T., Reichelt, D. Integration of dynamic role resolution within the s-bpm approach",2013,1,0,0,0
Thomas Schaller,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Schaller, T., Reichelt, D. Integration of dynamic role resolution within the s-bpm approach",2013,1,0,0,0
Dominik Reichelt,Institute for Information Systems at Hof University Hof,"Cross-Organizational and Context-Sensitive Modeling of Organizational Dependencies in <span xmlns=""http://www.w3.org/1999/xhtml"" class=""InlineEquation"" id=""IEq1"">\(\mathcal{C-ORG}\)</span>",2014,"Lawall, A., Schaller, T., Reichelt, D. Integration of dynamic role resolution within the s-bpm approach",2013,1,0,0,0
Anton Ivaschenko,Magenta Technology Development Center Samara,Multi-agent Solution for Business Processes Management of 5PL Transportation Provider,2014,"Fleischmann, A., Kannengiesser, U., Schmidt, W., Stary, C. Subject-oriented modeling and execution of multi-agent business processes",2013,1,1,0,0
Anton Ivaschenko,Magenta Technology Development Center Samara,Multi-agent Solution for Business Processes Management of 5PL Transportation Provider,2014,"Andreev, V., Glashchenko, A., Ivaschenko, A., Inozemtsev, S., Rzevski, G., Skobelev, P., Shveykin, P. Magenta multi-agent systems for dynamic scheduling",2009,1,0,0,0
Anton Ivaschenko,Magenta Technology Development Center Samara,Multi-agent Solution for Business Processes Management of 5PL Transportation Provider,2014,"Glaschenko, A., Ivaschenko, A., Rzevski, G., Skobelev, P. Multi-agent real time scheduling system for taxi companies",2009,1,0,0,0
Anton Ivaschenko,Magenta Technology Development Center Samara,Multi-agent Solution for Business Processes Management of 5PL Transportation Provider,2014,"Ivaschenko, A., Lednev, A. Time-based regulation of auctions in P2P outsourcing",2013,1,0,0,0
Matthias Kurz,DATEV eG Nürnberg and Lehrstuhl Wirtschaftsinformatik II Universität Erlangen Nürnberg,Subject-Oriented Adaptive Case Management,2014,"Kurz, M. Taming Diversity",2013,1,1,1,0
Matthias Lederer,DATEV eG Nürnberg and Lehrstuhl Wirtschaftsinformatik II Universität Erlangen Nürnberg,Subject-Oriented Adaptive Case Management,2014,"Kurz, M. Taming Diversity",2013,1,1,1,0
Matthias Kurz,DATEV eG Nürnberg and Lehrstuhl Wirtschaftsinformatik II Universität Erlangen Nürnberg,Subject-Oriented Adaptive Case Management,2014,"Herrmann, C., Kurz, M. Adaptive case management",2011,1,1,1,0
Matthias Lederer,DATEV eG Nürnberg and Lehrstuhl Wirtschaftsinformatik II Universität Erlangen Nürnberg,Subject-Oriented Adaptive Case Management,2014,"Herrmann, C., Kurz, M. Adaptive case management",2011,1,1,1,0
Matthias Kurz,DATEV eG Nürnberg and Lehrstuhl Wirtschaftsinformatik II Universität Erlangen Nürnberg,Subject-Oriented Adaptive Case Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-oriented business process management",2012,1,1,1,0
Matthias Lederer,DATEV eG Nürnberg and Lehrstuhl Wirtschaftsinformatik II Universität Erlangen Nürnberg,Subject-Oriented Adaptive Case Management,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-oriented business process management",2012,1,1,1,0
Matthias Kurz,DATEV eG Nürnberg and Lehrstuhl Wirtschaftsinformatik II Universität Erlangen Nürnberg,Subject-Oriented Adaptive Case Management,2014,"Fleischmann, A., Schmidt, W., Stary, C. Subject-oriented BPM = Socially Executable BPM",2013,1,1,1,0
Matthias Lederer,DATEV eG Nürnberg and Lehrstuhl Wirtschaftsinformatik II Universität Erlangen Nürnberg,Subject-Oriented Adaptive Case Management,2014,"Fleischmann, A., Schmidt, W., Stary, C. Subject-oriented BPM = Socially Executable BPM",2013,1,1,1,0
Vadim Agievich,National Research University Higher School of Economics Moscow and Lomonosov Moscow State University Moscow,BPM Change Planning Using the Matrix of Change and Discrete Optimization Methods,2014,"Skripkin, K. Organizational Capital of Russian Companies: The Problem of Diversity",2013,1,0,0,0
Kirill Skripkin,National Research University Higher School of Economics Moscow and Lomonosov Moscow State University Moscow,BPM Change Planning Using the Matrix of Change and Discrete Optimization Methods,2014,"Skripkin, K. Organizational Capital of Russian Companies: The Problem of Diversity",2013,1,0,0,0
Vadim Agievich,National Research University Higher School of Economics Moscow and Lomonosov Moscow State University Moscow,BPM Change Planning Using the Matrix of Change and Discrete Optimization Methods,2014,"Lugachev, M., Skripkin, K., Ananin, V., Zimin, K. Effectiveness of IT Investments",2013,1,0,0,0
Kirill Skripkin,National Research University Higher School of Economics Moscow and Lomonosov Moscow State University Moscow,BPM Change Planning Using the Matrix of Change and Discrete Optimization Methods,2014,"Lugachev, M., Skripkin, K., Ananin, V., Zimin, K. Effectiveness of IT Investments",2013,1,0,0,0
Udo Kannengiesser,Metasonic AG Pfaffenhofen,Supporting Value Stream Design Using S-BPM,2014,"Zor, S., Görlach, K., Leymann, F. Using BPMN for Modeling Manufacturing Processes",2010,1,0,0,0
Udo Kannengiesser,Metasonic AG Pfaffenhofen,Supporting Value Stream Design Using S-BPM,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,0,0
Udo Kannengiesser,Metasonic AG Pfaffenhofen,Supporting Value Stream Design Using S-BPM,2014,"Müller, H. Using S-BPM for PLC Code Generation and Extension of Subject-Oriented Methodology to All Layers of Modern Control Systems",2012,1,0,0,0
Stephan Borgert,Dept. of Computer Science Technische Universität Darmstadt,A S-BPM Suite for the Execution of Cross Company Subject Oriented Business Processes,2014,"Borgert, S., Steinmetz, J., Mühlhäuser, M. ePASS-IoS 1",2011,1,1,1,0
Max Mühlhäuser,Dept. of Computer Science Technische Universität Darmstadt,A S-BPM Suite for the Execution of Cross Company Subject Oriented Business Processes,2014,"Borgert, S., Steinmetz, J., Mühlhäuser, M. ePASS-IoS 1",2011,1,1,1,0
Stephan Borgert,Dept. of Computer Science Technische Universität Darmstadt,A S-BPM Suite for the Execution of Cross Company Subject Oriented Business Processes,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,1,0
Max Mühlhäuser,Dept. of Computer Science Technische Universität Darmstadt,A S-BPM Suite for the Execution of Cross Company Subject Oriented Business Processes,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,1,0
Stephan Borgert,Dept. of Computer Science Technische Universität Darmstadt,A S-BPM Suite for the Execution of Cross Company Subject Oriented Business Processes,2014,"Meyer, N., Feiner, T., Radmayr, M., Blei, D., Fleischmann, A. Dynamic Catenation and Execution of Cross Organisational Business Processes-The jCPEX! Approach",2010,1,1,1,0
Max Mühlhäuser,Dept. of Computer Science Technische Universität Darmstadt,A S-BPM Suite for the Execution of Cross Company Subject Oriented Business Processes,2014,"Meyer, N., Feiner, T., Radmayr, M., Blei, D., Fleischmann, A. Dynamic Catenation and Execution of Cross Organisational Business Processes-The jCPEX! Approach",2010,1,1,1,0
Stefan Oppl,Department of Business Information Systems – Communications Engineering Kepler University of Linz and Metasonic AG Pfaffenhofen,Separation of Concerns in Model Elicitation – Role-Based Actor-Driven Business Process Modeling,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Thomas Rothschädl,Department of Business Information Systems – Communications Engineering Kepler University of Linz and Metasonic AG Pfaffenhofen,Separation of Concerns in Model Elicitation – Role-Based Actor-Driven Business Process Modeling,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement",2011,1,1,1,0
Stefan Oppl,Department of Business Information Systems – Communications Engineering Kepler University of Linz and Metasonic AG Pfaffenhofen,Separation of Concerns in Model Elicitation – Role-Based Actor-Driven Business Process Modeling,2014,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
Thomas Rothschädl,Department of Business Information Systems – Communications Engineering Kepler University of Linz and Metasonic AG Pfaffenhofen,Separation of Concerns in Model Elicitation – Role-Based Actor-Driven Business Process Modeling,2014,"Oppl, S. Subject-Oriented Elicitation of Distributed Business Process Knowledge",2011,1,1,1,0
Stefan Oppl,Department of Business Information Systems – Communications Engineering Kepler University of Linz and Metasonic AG Pfaffenhofen,Separation of Concerns in Model Elicitation – Role-Based Actor-Driven Business Process Modeling,2014,"Oppl, S., Stary, C. Tabletop concept mapping",2009,1,1,1,0
Thomas Rothschädl,Department of Business Information Systems – Communications Engineering Kepler University of Linz and Metasonic AG Pfaffenhofen,Separation of Concerns in Model Elicitation – Role-Based Actor-Driven Business Process Modeling,2014,"Oppl, S., Stary, C. Tabletop concept mapping",2009,1,1,1,0
Stefan Oppl,Department of Business Information Systems – Communications Engineering Kepler University of Linz and Metasonic AG Pfaffenhofen,Separation of Concerns in Model Elicitation – Role-Based Actor-Driven Business Process Modeling,2014,"Oppl, S., Stary, C. Effects of a Tabletop Interface on the Co-Construction of Concept Maps",2011,1,1,1,0
Thomas Rothschädl,Department of Business Information Systems – Communications Engineering Kepler University of Linz and Metasonic AG Pfaffenhofen,Separation of Concerns in Model Elicitation – Role-Based Actor-Driven Business Process Modeling,2014,"Oppl, S., Stary, C. Effects of a Tabletop Interface on the Co-Construction of Concept Maps",2011,1,1,1,0
Stefan Oppl,Department of Business Information Systems – Communications Engineering Kepler University of Linz and Metasonic AG Pfaffenhofen,Separation of Concerns in Model Elicitation – Role-Based Actor-Driven Business Process Modeling,2014,"Wachholder, D., Oppl, S. Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes",2012,1,1,1,0
Thomas Rothschädl,Department of Business Information Systems – Communications Engineering Kepler University of Linz and Metasonic AG Pfaffenhofen,Separation of Concerns in Model Elicitation – Role-Based Actor-Driven Business Process Modeling,2014,"Wachholder, D., Oppl, S. Stakeholder-Driven Collaborative Modeling of Subject-Oriented Business Processes",2012,1,1,1,0
Boris Sobočan,Metasonic AG Germany and University of Technical Science Vienna,TicTacTuned – Subject-Oriented Business Process Model Elicitation,2014,"Mutschler, B., Reichert, M. Understanding the Costs of Business Process Management Technology",2013,1,0,1,0
Nils Meyer,Metasonic AG Germany and University of Technical Science Vienna,TicTacTuned – Subject-Oriented Business Process Model Elicitation,2014,"Mutschler, B., Reichert, M. Understanding the Costs of Business Process Management Technology",2013,1,0,1,0
Christoph Fleischmann,Metasonic AG Germany and University of Technical Science Vienna,TicTacTuned – Subject-Oriented Business Process Model Elicitation,2014,"Mutschler, B., Reichert, M. Understanding the Costs of Business Process Management Technology",2013,1,0,1,0
Boris Sobočan,Metasonic AG Germany and University of Technical Science Vienna,TicTacTuned – Subject-Oriented Business Process Model Elicitation,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement: Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern",2011,1,1,1,0
Nils Meyer,Metasonic AG Germany and University of Technical Science Vienna,TicTacTuned – Subject-Oriented Business Process Model Elicitation,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement: Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern",2011,1,1,1,0
Christoph Fleischmann,Metasonic AG Germany and University of Technical Science Vienna,TicTacTuned – Subject-Oriented Business Process Model Elicitation,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subjektorientiertes Prozessmanagement: Mitarbeiter einbinden, Motivation und Prozessakzeptanz steigern",2011,1,1,1,0
Boris Sobočan,Metasonic AG Germany and University of Technical Science Vienna,TicTacTuned – Subject-Oriented Business Process Model Elicitation,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management - an Open Access book ",2012,1,1,1,0
Nils Meyer,Metasonic AG Germany and University of Technical Science Vienna,TicTacTuned – Subject-Oriented Business Process Model Elicitation,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management - an Open Access book ",2012,1,1,1,0
Christoph Fleischmann,Metasonic AG Germany and University of Technical Science Vienna,TicTacTuned – Subject-Oriented Business Process Model Elicitation,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management - an Open Access book ",2012,1,1,1,0
Boris Sobočan,Metasonic AG Germany and University of Technical Science Vienna,TicTacTuned – Subject-Oriented Business Process Model Elicitation,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Modeling Processes in a Subject-Oriented Way",2012,1,1,1,0
Nils Meyer,Metasonic AG Germany and University of Technical Science Vienna,TicTacTuned – Subject-Oriented Business Process Model Elicitation,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Modeling Processes in a Subject-Oriented Way",2012,1,1,1,0
Christoph Fleischmann,Metasonic AG Germany and University of Technical Science Vienna,TicTacTuned – Subject-Oriented Business Process Model Elicitation,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Modeling Processes in a Subject-Oriented Way",2012,1,1,1,0
Udo Kannengiesser,Metasonic AG Pfaffenhofen and ByElement GmbH Schindellegi,An Interactional View of Context in Business Processes,2014,"Fleischmann, A., et al. Subject-Oriented Business Process Management",2012,1,1,0,0
Alexandra Totter,Metasonic AG Pfaffenhofen and ByElement GmbH Schindellegi,An Interactional View of Context in Business Processes,2014,"Fleischmann, A., et al. Subject-Oriented Business Process Management",2012,1,1,0,0
David Bonaldi,Metasonic AG Pfaffenhofen and ByElement GmbH Schindellegi,An Interactional View of Context in Business Processes,2014,"Fleischmann, A., et al. Subject-Oriented Business Process Management",2012,1,1,0,0
Udo Kannengiesser,Metasonic AG Pfaffenhofen and ByElement GmbH Schindellegi,An Interactional View of Context in Business Processes,2014,"Fleischmann, A., et al. Subject-Oriented Modeling and Execution of Multi-Agent Business Processes",2009,1,1,0,0
Alexandra Totter,Metasonic AG Pfaffenhofen and ByElement GmbH Schindellegi,An Interactional View of Context in Business Processes,2014,"Fleischmann, A., et al. Subject-Oriented Modeling and Execution of Multi-Agent Business Processes",2009,1,1,0,0
David Bonaldi,Metasonic AG Pfaffenhofen and ByElement GmbH Schindellegi,An Interactional View of Context in Business Processes,2014,"Fleischmann, A., et al. Subject-Oriented Modeling and Execution of Multi-Agent Business Processes",2009,1,1,0,0
Murat Salmanoğlu,Informatics Institute Middle East Technical University and Industrial Engineering & Innovation Sciences Technische Universiteit Eindhoven,Exploration of a Method for COSMIC Size Estimation from S-BPM,2014,"Kaya, M., Demirors, O. E-Cosmic: A Business Process Model Based Functional Size Estimation Approach",2011,1,0,0,0
Onur Demirörs,Informatics Institute Middle East Technical University and Industrial Engineering & Innovation Sciences Technische Universiteit Eindhoven,Exploration of a Method for COSMIC Size Estimation from S-BPM,2014,"Kaya, M., Demirors, O. E-Cosmic: A Business Process Model Based Functional Size Estimation Approach",2011,1,0,0,0
Oktay Türetken,Informatics Institute Middle East Technical University and Industrial Engineering & Innovation Sciences Technische Universiteit Eindhoven,Exploration of a Method for COSMIC Size Estimation from S-BPM,2014,"Kaya, M., Demirors, O. E-Cosmic: A Business Process Model Based Functional Size Estimation Approach",2011,1,0,0,0
Murat Salmanoğlu,Informatics Institute Middle East Technical University and Industrial Engineering & Innovation Sciences Technische Universiteit Eindhoven,Exploration of a Method for COSMIC Size Estimation from S-BPM,2014,"Aysolmaz, B., İren, D., Demirörs, O. An Effort Prediction Model Based on BPM Measures for Process Automation",2013,1,0,0,0
Onur Demirörs,Informatics Institute Middle East Technical University and Industrial Engineering & Innovation Sciences Technische Universiteit Eindhoven,Exploration of a Method for COSMIC Size Estimation from S-BPM,2014,"Aysolmaz, B., İren, D., Demirörs, O. An Effort Prediction Model Based on BPM Measures for Process Automation",2013,1,0,0,0
Oktay Türetken,Informatics Institute Middle East Technical University and Industrial Engineering & Innovation Sciences Technische Universiteit Eindhoven,Exploration of a Method for COSMIC Size Estimation from S-BPM,2014,"Aysolmaz, B., İren, D., Demirörs, O. An Effort Prediction Model Based on BPM Measures for Process Automation",2013,1,0,0,0
Matthias Lederer,Information Systems (Services-Processes-Intelligence) University of Erlangen-Nuremberg and Enterprise Solutions DATEV eG,Applying the Strategy-Oriented Business Process Modeling to S-BPM,2014,"Lederer, M. Business Process Transparency Management: An Approach to Aligning Business Processes and Corporate Strategy",2013,1,0,1,0
Matthias Kurz,Information Systems (Services-Processes-Intelligence) University of Erlangen-Nuremberg and Enterprise Solutions DATEV eG,Applying the Strategy-Oriented Business Process Modeling to S-BPM,2014,"Lederer, M. Business Process Transparency Management: An Approach to Aligning Business Processes and Corporate Strategy",2013,1,0,1,0
Ulricke Lembcke,Information Systems (Services-Processes-Intelligence) University of Erlangen-Nuremberg and Enterprise Solutions DATEV eG,Applying the Strategy-Oriented Business Process Modeling to S-BPM,2014,"Lederer, M. Business Process Transparency Management: An Approach to Aligning Business Processes and Corporate Strategy",2013,1,0,1,0
Matthias Lederer,Information Systems (Services-Processes-Intelligence) University of Erlangen-Nuremberg and Enterprise Solutions DATEV eG,Applying the Strategy-Oriented Business Process Modeling to S-BPM,2014,"Lederer, M., Lembcke, U. Business Process Transparency Management Modeling Notation",2013,1,0,1,0
Matthias Kurz,Information Systems (Services-Processes-Intelligence) University of Erlangen-Nuremberg and Enterprise Solutions DATEV eG,Applying the Strategy-Oriented Business Process Modeling to S-BPM,2014,"Lederer, M., Lembcke, U. Business Process Transparency Management Modeling Notation",2013,1,0,1,0
Ulricke Lembcke,Information Systems (Services-Processes-Intelligence) University of Erlangen-Nuremberg and Enterprise Solutions DATEV eG,Applying the Strategy-Oriented Business Process Modeling to S-BPM,2014,"Lederer, M., Lembcke, U. Business Process Transparency Management Modeling Notation",2013,1,0,1,0
Matthias Lederer,Information Systems (Services-Processes-Intelligence) University of Erlangen-Nuremberg and Enterprise Solutions DATEV eG,Applying the Strategy-Oriented Business Process Modeling to S-BPM,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-oriented business process management",2012,1,1,1,0
Matthias Kurz,Information Systems (Services-Processes-Intelligence) University of Erlangen-Nuremberg and Enterprise Solutions DATEV eG,Applying the Strategy-Oriented Business Process Modeling to S-BPM,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-oriented business process management",2012,1,1,1,0
Ulricke Lembcke,Information Systems (Services-Processes-Intelligence) University of Erlangen-Nuremberg and Enterprise Solutions DATEV eG,Applying the Strategy-Oriented Business Process Modeling to S-BPM,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-oriented business process management",2012,1,1,1,0
Christoph Fleischmann,University of Technology Vienna and Metasonic AG Pfaffenhofen,Using Meta Processes for the Structured Discovery and Self-learning Improvement of S-BPM Processes,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,0,0
Gerhard Stein,University of Technology Vienna and Metasonic AG Pfaffenhofen,Using Meta Processes for the Structured Discovery and Self-learning Improvement of S-BPM Processes,2014,"Fleischmann, A., Schmidt, W., Stary, C., Obermeier, S., Börger, E. Subject-Oriented Business Process Management",2012,1,1,0,0
Christoph Fleischmann,University of Technology Vienna and Metasonic AG Pfaffenhofen,Using Meta Processes for the Structured Discovery and Self-learning Improvement of S-BPM Processes,2014,"Turetken, O., Demirors, O. Business Process Modeling Pluralized",2013,1,1,0,0
Gerhard Stein,University of Technology Vienna and Metasonic AG Pfaffenhofen,Using Meta Processes for the Structured Discovery and Self-learning Improvement of S-BPM Processes,2014,"Turetken, O., Demirors, O. Business Process Modeling Pluralized",2013,1,1,0,0
Andreas Fink,Institute of Computer Science Faculty of Economics and Social Sciences Helmut-Schmidt-Universität Hamburg,Managing Knowledge-Intensive Business Processes by Harnessing Collective Practical Experience without Codification,2014,"Fleischmann, A. What Is S-BPM? In: Buchwald, H",2009,1,1,0,0
Simon Vogt,Institute of Computer Science Faculty of Economics and Social Sciences Helmut-Schmidt-Universität Hamburg,Managing Knowledge-Intensive Business Processes by Harnessing Collective Practical Experience without Codification,2014,"Fleischmann, A. What Is S-BPM? In: Buchwald, H",2009,1,1,0,0
